"l [mm]","li [mm]","Phi [deg]","Theta [deg]","Voltage [V]","w [mm]","wi [mm]","Freq [GHz]","dB(GainTotal) []"
28.5,10.5,90,90,0,30.5,1.5,2.98,-16.9671501345629
27,10.5,180,90,0,28,1.5,2.5,-4.78965255023588
27,10.5,180,90,1,28,1.5,2.5,-4.78965255023588
27,10.5,180,90,2,28,1.5,2.5,-4.78965255023588
27,10.5,180,90,3,28,1.5,2.5,-4.78965255023588
27,10.5,180,90,4,28,1.5,2.5,-4.78965255023587
27,10.5,180,90,5,28,1.5,2.5,-4.78965255023588
27,10.5,180,90,0,28.5,1.5,2.5,-4.70398943203712
28.5,10.5,180,90,0,30.5,1.5,2.02,-13.3582971812174
28.5,10.5,180,90,0,30.5,1.5,2.04,-12.8422848743771
28.5,10.5,180,90,0,30.5,1.5,2.06,-12.3232386103439
28.5,10.5,180,90,0,30.5,1.5,2.08,-11.8025300769763
28.5,10.5,180,90,0,30.5,1.5,2.12,-10.7615532290212
28.5,10.5,180,90,0,30.5,1.5,2.14,-10.2440491870459
28.5,10.5,180,90,0,30.5,1.5,2.16,-9.73047140565158
28.5,10.5,180,90,0,30.5,1.5,2.18,-9.22239248366422
28.5,10.5,180,90,0,30.5,1.5,2.22,-8.22975380589478
28.5,10.5,180,90,0,30.5,1.5,2.24,-7.7491855374597
28.5,10.5,180,90,0,30.5,1.5,2.26,-7.28217368350555
28.5,10.5,180,90,0,30.5,1.5,2.28,-6.83135473957442
28.5,10.5,180,90,0,30.5,1.5,2.32,-5.99035523627843
28.5,10.5,180,90,0,30.5,1.5,2.34,-5.60694349816462
28.5,10.5,180,90,0,30.5,1.5,2.36,-5.25318313504635
28.5,10.5,180,90,0,30.5,1.5,2.38,-4.93295208253206
28.5,10.5,180,90,0,30.5,1.5,2.42,-4.40830402620649
28.5,10.5,180,90,0,30.5,1.5,2.44,-4.21074977755855
28.5,10.5,180,90,0,30.5,1.5,2.46,-4.06000620972752
28.5,10.5,180,90,0,30.5,1.5,2.48,-3.95780631075536
28.5,10.5,180,90,0,30.5,1.5,2.5,-3.90492013958497
28.5,10.5,180,90,0,30.5,1.5,2.52,-3.90103948522241
28.5,10.5,180,90,0,30.5,1.5,2.54,-3.94475372819287
28.5,10.5,180,90,0,30.5,1.5,2.56,-4.03365171827618
28.5,10.5,180,90,0,30.5,1.5,2.58,-4.16450801320242
28.5,10.5,180,90,0,30.5,1.5,2.62,-4.53649529803498
28.5,10.5,180,90,0,30.5,1.5,2.64,-4.76916959119938
28.5,10.5,180,90,0,30.5,1.5,2.66,-5.02729410720337
28.5,10.5,180,90,0,30.5,1.5,2.68,-5.30682615040193
28.5,10.5,180,90,0,30.5,1.5,2.72,-5.91545910663846
28.5,10.5,180,90,0,30.5,1.5,2.74,-6.23812423309486
28.5,10.5,180,90,0,30.5,1.5,2.76,-6.56934450129896
28.5,10.5,180,90,0,30.5,1.5,2.78,-6.90680150948121
28.5,10.5,180,90,0,30.5,1.5,2.82,-7.59270854745335
28.5,10.5,180,90,0,30.5,1.5,2.84,-7.93797430151809
28.5,10.5,180,90,0,30.5,1.5,2.86,-8.28303690782665
28.5,10.5,180,90,0,30.5,1.5,2.88,-8.62682097427069
28.5,10.5,180,90,0,30.5,1.5,2.92,-9.30696934327193
28.5,10.5,180,90,0,30.5,1.5,2.94,-9.64181436001848
28.5,10.5,180,90,0,30.5,1.5,2.96,-9.97228347945692
28.5,10.5,180,90,0,30.5,1.5,2.98,-10.2977450520882
27,10.5,270,90,0,28,1.5,2.5,-8.08717468398516
27,10.5,270,90,1,28,1.5,2.5,-8.08717468398516
27,10.5,270,90,2,28,1.5,2.5,-8.08717468398516
27,10.5,270,90,3,28,1.5,2.5,-8.08717468398516
27,10.5,270,90,4,28,1.5,2.5,-8.08717468398516
27,10.5,270,90,5,28,1.5,2.5,-8.08717468398516
27,10.5,270,90,0,28.5,1.5,2.5,-7.87537444233068
28.5,10.5,270,90,0,30.5,1.5,2.02,-9.26429771342692
28.5,10.5,270,90,0,30.5,1.5,2.04,-9.1713331756651
28.5,10.5,270,90,0,30.5,1.5,2.06,-9.07581288011586
28.5,10.5,270,90,0,30.5,1.5,2.08,-8.97798679012318
28.5,10.5,270,90,0,30.5,1.5,2.12,-8.77674421303287
28.5,10.5,270,90,0,30.5,1.5,2.14,-8.67421507743586
28.5,10.5,270,90,0,30.5,1.5,2.16,-8.57120212068846
28.5,10.5,270,90,0,30.5,1.5,2.18,-8.46848475016727
28.5,10.5,270,90,0,30.5,1.5,2.22,-8.26802769850123
28.5,10.5,270,90,0,30.5,1.5,2.24,-8.17292154938097
28.5,10.5,270,90,0,30.5,1.5,2.26,-8.08344585695679
28.5,10.5,270,90,0,30.5,1.5,2.28,-8.00165178969
28.5,10.5,270,90,0,30.5,1.5,2.32,-7.8709867102125
28.5,10.5,270,90,0,30.5,1.5,2.34,-7.82786946237294
28.5,10.5,270,90,0,30.5,1.5,2.36,-7.80385875429927
28.5,10.5,270,90,0,30.5,1.5,2.38,-7.80239388545618
28.5,10.5,270,90,0,30.5,1.5,2.42,-7.88070436032798
28.5,10.5,270,90,0,30.5,1.5,2.44,-7.96659632718304
28.5,10.5,270,90,0,30.5,1.5,2.46,-8.08682432599548
28.5,10.5,270,90,0,30.5,1.5,2.48,-8.24281852401062
28.5,10.5,270,90,0,30.5,1.5,2.5,-8.43507685245821
28.5,10.5,270,90,0,30.5,1.5,2.52,-8.66305384083656
28.5,10.5,270,90,0,30.5,1.5,2.54,-8.92513951740072
28.5,10.5,270,90,0,30.5,1.5,2.56,-9.21876565413239
28.5,10.5,270,90,0,30.5,1.5,2.58,-9.54059594561155
28.5,10.5,270,90,0,30.5,1.5,2.62,-10.2530868148181
28.5,10.5,270,90,0,30.5,1.5,2.64,-10.6353406496545
28.5,10.5,270,90,0,30.5,1.5,2.66,-11.0293969786473
28.5,10.5,270,90,0,30.5,1.5,2.68,-11.4313911152494
28.5,10.5,270,90,0,30.5,1.5,2.72,-12.2455516303082
28.5,10.5,270,90,0,30.5,1.5,2.74,-12.6519271967984
28.5,10.5,270,90,0,30.5,1.5,2.76,-13.05466341508
28.5,10.5,270,90,0,30.5,1.5,2.78,-13.4518634807834
28.5,10.5,270,90,0,30.5,1.5,2.82,-14.2236885713503
28.5,10.5,270,90,0,30.5,1.5,2.84,-14.5959767748057
28.5,10.5,270,90,0,30.5,1.5,2.86,-14.9579393097694
28.5,10.5,270,90,0,30.5,1.5,2.88,-15.3087921747235
28.5,10.5,270,90,0,30.5,1.5,2.92,-15.9742166713116
28.5,10.5,270,90,0,30.5,1.5,2.94,-16.2872372568971
28.5,10.5,270,90,0,30.5,1.5,2.96,-16.585942105981
28.5,10.5,270,90,0,30.5,1.5,2.98,-16.8692557184334
27,10.5,360,90,0,28,1.5,2.5,-4.79237499904876
27,10.5,360,90,1,28,1.5,2.5,-4.79237499904876
27,10.5,360,90,2,28,1.5,2.5,-4.79237499904876
27,10.5,360,90,3,28,1.5,2.5,-4.79237499904876
27,10.5,360,90,4,28,1.5,2.5,-4.79237499904876
27,10.5,360,90,5,28,1.5,2.5,-4.79237499904876
27,10.5,360,90,0,28.5,1.5,2.5,-4.86888157217082
28.5,10.5,360,90,0,30.5,1.5,2.02,-13.7390145822673
28.5,10.5,360,90,0,30.5,1.5,2.04,-13.2061425699607
28.5,10.5,360,90,0,30.5,1.5,2.06,-12.6711419637463
28.5,10.5,360,90,0,30.5,1.5,2.08,-12.1353296645997
28.5,10.5,360,90,0,30.5,1.5,2.12,-11.0664955272194
28.5,10.5,360,90,0,30.5,1.5,2.14,-10.5361445415116
28.5,10.5,360,90,0,30.5,1.5,2.16,-10.0103824968983
28.5,10.5,360,90,0,30.5,1.5,2.18,-9.49074070205545
28.5,10.5,360,90,0,30.5,1.5,2.22,-8.47668632870838
28.5,10.5,360,90,0,30.5,1.5,2.24,-7.98619366160704
28.5,10.5,360,90,0,30.5,1.5,2.26,-7.50973550048422
28.5,10.5,360,90,0,30.5,1.5,2.28,-7.04991802897182
28.5,10.5,360,90,0,30.5,1.5,2.32,-6.19215340995264
28.5,10.5,360,90,0,30.5,1.5,2.34,-5.80092401644383
28.5,10.5,360,90,0,30.5,1.5,2.36,-5.43969173158998
28.5,10.5,360,90,0,30.5,1.5,2.38,-5.1123130348501
28.5,10.5,360,90,0,30.5,1.5,2.42,-4.57426507247726
28.5,10.5,360,90,0,30.5,1.5,2.44,-4.37042267125358
28.5,10.5,360,90,0,30.5,1.5,2.46,-4.21364321584184
28.5,10.5,360,90,0,30.5,1.5,2.48,-4.10564445413838
28.5,10.5,360,90,0,30.5,1.5,2.5,-4.0471815399222
28.5,10.5,360,90,0,30.5,1.5,2.52,-4.03793213417968
28.5,10.5,360,90,0,30.5,1.5,2.54,-4.07647193296888
28.5,10.5,360,90,0,30.5,1.5,2.56,-4.16037627002878
28.5,10.5,360,90,0,30.5,1.5,2.58,-4.28640646393642
28.5,10.5,360,90,0,30.5,1.5,2.62,-4.64919051436462
28.5,10.5,360,90,0,30.5,1.5,2.64,-4.87746057648629
28.5,10.5,360,90,0,30.5,1.5,2.66,-5.13129344741887
28.5,10.5,360,90,0,30.5,1.5,2.68,-5.40663165358326
28.5,10.5,360,90,0,30.5,1.5,2.72,-6.00710707010833
28.5,10.5,360,90,0,30.5,1.5,2.74,-6.32577411066827
28.5,10.5,360,90,0,30.5,1.5,2.76,-6.65302545043387
28.5,10.5,360,90,0,30.5,1.5,2.78,-6.98652258563892
28.5,10.5,360,90,0,30.5,1.5,2.82,-7.66445000519848
28.5,10.5,360,90,0,30.5,1.5,2.84,-8.00564969767537
28.5,10.5,360,90,0,30.5,1.5,2.86,-8.34656353955335
28.5,10.5,360,90,0,30.5,1.5,2.88,-8.68609283670408
28.5,10.5,360,90,0,30.5,1.5,2.92,-9.3573397621155
28.5,10.5,360,90,0,30.5,1.5,2.94,-9.68753036101802
28.5,10.5,360,90,0,30.5,1.5,2.96,-10.0132534755113
28.5,10.5,360,90,0,30.5,1.5,2.98,-10.3340044131501
27,10.5,0,120,0,28,1.5,2.5,-8.31341040249654
27,10.5,0,120,1,28,1.5,2.5,-8.31341040249655
27,10.5,0,120,2,28,1.5,2.5,-8.31341040249654
27,10.5,0,120,3,28,1.5,2.5,-8.31341040249654
27,10.5,0,120,4,28,1.5,2.5,-8.31341040249654
27,10.5,0,120,5,28,1.5,2.5,-8.31341040249654
27,10.5,0,120,0,28.5,1.5,2.5,-8.28638535581791
28.5,10.5,0,120,0,30.5,1.5,2.02,-12.9399089586284
28.5,10.5,0,120,0,30.5,1.5,2.04,-12.7790400567434
28.5,10.5,0,120,0,30.5,1.5,2.06,-12.6031037625814
28.5,10.5,0,120,0,30.5,1.5,2.08,-12.411106149227
28.5,10.5,0,120,0,30.5,1.5,2.12,-11.9756975890282
28.5,10.5,0,120,0,30.5,1.5,2.14,-11.7312668601451
28.5,10.5,0,120,0,30.5,1.5,2.16,-11.4688902758023
28.5,10.5,0,120,0,30.5,1.5,2.18,-11.1889981807971
28.5,10.5,0,120,0,30.5,1.5,2.22,-10.5809548607131
28.5,10.5,0,120,0,30.5,1.5,2.24,-10.2563759161902
28.5,10.5,0,120,0,30.5,1.5,2.26,-9.92148391698125
28.5,10.5,0,120,0,30.5,1.5,2.28,-9.57958878477911
28.5,10.5,0,120,0,30.5,1.5,2.32,-8.89091854326109
28.5,10.5,0,120,0,30.5,1.5,2.34,-8.55347024502096
28.5,10.5,0,120,0,30.5,1.5,2.36,-8.22747747355857
28.5,10.5,0,120,0,30.5,1.5,2.38,-7.91836309484413
28.5,10.5,0,120,0,30.5,1.5,2.42,-7.37220370653877
28.5,10.5,0,120,0,30.5,1.5,2.44,-7.14502604418722
28.5,10.5,0,120,0,30.5,1.5,2.46,-6.95396218762794
28.5,10.5,0,120,0,30.5,1.5,2.48,-6.80203761931629
28.5,10.5,0,120,0,30.5,1.5,2.5,-6.69120770785397
28.5,10.5,0,120,0,30.5,1.5,2.52,-6.62223881972328
28.5,10.5,0,120,0,30.5,1.5,2.54,-6.594685032158
28.5,10.5,0,120,0,30.5,1.5,2.56,-6.60699450814565
28.5,10.5,0,120,0,30.5,1.5,2.58,-6.65670131170198
28.5,10.5,0,120,0,30.5,1.5,2.62,-6.8552967606004
28.5,10.5,0,120,0,30.5,1.5,2.64,-6.99682540442239
28.5,10.5,0,120,0,30.5,1.5,2.66,-7.161454414301
28.5,10.5,0,120,0,30.5,1.5,2.68,-7.34553127747312
28.5,10.5,0,120,0,30.5,1.5,2.72,-7.75870154133228
28.5,10.5,0,120,0,30.5,1.5,2.74,-7.98192843410126
28.5,10.5,0,120,0,30.5,1.5,2.76,-8.21290313632602
28.5,10.5,0,120,0,30.5,1.5,2.78,-8.4495269782392
28.5,10.5,0,120,0,30.5,1.5,2.82,-8.93281091613136
28.5,10.5,0,120,0,30.5,1.5,2.84,-9.17666628558699
28.5,10.5,0,120,0,30.5,1.5,2.86,-9.42049812491682
28.5,10.5,0,120,0,30.5,1.5,2.88,-9.66341518960134
28.5,10.5,0,120,0,30.5,1.5,2.92,-10.1436802494472
28.5,10.5,0,120,0,30.5,1.5,2.94,-10.3799157819004
28.5,10.5,0,120,0,30.5,1.5,2.96,-10.6129703394361
28.5,10.5,0,120,0,30.5,1.5,2.98,-10.8425033920465
27,10.5,90,120,0,28,1.5,2.5,-11.3566438481982
27,10.5,90,120,1,28,1.5,2.5,-11.3566438481982
27,10.5,90,120,2,28,1.5,2.5,-11.3566438481982
27,10.5,90,120,3,28,1.5,2.5,-11.3566438481982
27,10.5,90,120,4,28,1.5,2.5,-11.3566438481982
27,10.5,90,120,5,28,1.5,2.5,-11.3566438481982
27,10.5,90,120,0,28.5,1.5,2.5,-11.3297814273782
28.5,10.5,90,120,0,30.5,1.5,2.02,-8.50693836400956
28.5,10.5,90,120,0,30.5,1.5,2.04,-8.4648931384621
28.5,10.5,90,120,0,30.5,1.5,2.06,-8.42794141327503
28.5,10.5,90,120,0,30.5,1.5,2.08,-8.39703615197302
28.5,10.5,90,120,0,30.5,1.5,2.12,-8.35774695372678
28.5,10.5,90,120,0,30.5,1.5,2.14,-8.35191081487839
28.5,10.5,90,120,0,30.5,1.5,2.16,-8.35727423179839
28.5,10.5,90,120,0,30.5,1.5,2.18,-8.37560371517008
28.5,10.5,90,120,0,30.5,1.5,2.22,-8.45958119316154
28.5,10.5,90,120,0,30.5,1.5,2.24,-8.53024539695437
28.5,10.5,90,120,0,30.5,1.5,2.26,-8.62399784830801
28.5,10.5,90,120,0,30.5,1.5,2.28,-8.74435226114556
28.5,10.5,90,120,0,30.5,1.5,2.32,-9.08130627219289
28.5,10.5,90,120,0,30.5,1.5,2.34,-9.30736259898993
28.5,10.5,90,120,0,30.5,1.5,2.36,-9.57891035834978
28.5,10.5,90,120,0,30.5,1.5,2.38,-9.90180576729477
28.5,10.5,90,120,0,30.5,1.5,2.42,-10.7264913527444
28.5,10.5,90,120,0,30.5,1.5,2.44,-11.2410091202108
28.5,10.5,90,120,0,30.5,1.5,2.46,-11.8320557299417
28.5,10.5,90,120,0,30.5,1.5,2.48,-12.5057732851708
28.5,10.5,90,120,0,30.5,1.5,2.5,-13.2681739845684
28.5,10.5,90,120,0,30.5,1.5,2.52,-14.1252157037282
28.5,10.5,90,120,0,30.5,1.5,2.54,-15.0830107347129
28.5,10.5,90,120,0,30.5,1.5,2.56,-16.1481961697643
28.5,10.5,90,120,0,30.5,1.5,2.58,-17.3283942860187
28.5,10.5,90,120,0,30.5,1.5,2.62,-20.071119746928
28.5,10.5,90,120,0,30.5,1.5,2.64,-21.6541310150849
28.5,10.5,90,120,0,30.5,1.5,2.66,-23.3862644477969
28.5,10.5,90,120,0,30.5,1.5,2.68,-25.2506539238261
28.5,10.5,90,120,0,30.5,1.5,2.72,-28.9149400672181
28.5,10.5,90,120,0,30.5,1.5,2.74,-30.0776386798476
28.5,10.5,90,120,0,30.5,1.5,2.76,-30.3046382179474
28.5,10.5,90,120,0,30.5,1.5,2.78,-29.7302783450264
28.5,10.5,90,120,0,30.5,1.5,2.82,-27.8088938725509
28.5,10.5,90,120,0,30.5,1.5,2.84,-26.9140064489921
28.5,10.5,90,120,0,30.5,1.5,2.86,-26.1431830019216
28.5,10.5,90,120,0,30.5,1.5,2.88,-25.494467044589
28.5,10.5,90,120,0,30.5,1.5,2.92,-24.5075032865486
28.5,10.5,90,120,0,30.5,1.5,2.94,-24.1394079598119
